Account Name,Compound,Negative,Neutral,Positive,Tweet,Tweets Ago
@CNN,-0.296,0.885,0.115,0.0,"Pfizer caved to pressure from President Trump to temporarily roll back its drug price increases, a concession that… https://t.co/9unmp1pRED",177
@CNN,-0.3612,0.8,0.2,0.0,Twitter is purging suspicious accounts from your follower count https://t.co/YwA4nKJhY0 https://t.co/zhljORbLbn,178
@CNN,0.0,1.0,0.0,0.0,"""The move to eliminate plastic straws is just the latest example of the able-bodied world overlooking the disabilit… https://t.co/jwuimomS7o",179
@CNN,0.0,1.0,0.0,0.0,President Trump says he will ask Russian President Vladimir Putin at their upcoming meeting about Russian election… https://t.co/dmUCWeCeAa,180
@nytimes,-0.765,0.72,0.28,0.0,"President Trump's trade war started with 18 products. The dispute now includes about 10,000. Our graphic explains h… https://t.co/bqBTqq8ljD",181
@nytimes,0.3818,0.708,0.092,0.2,"RT @nytimesworld: After several contentious meetings, President Trump strongly reaffirmed his support for NATO. The alliance, he said, is “…",182
@nytimes,0.4588,0.727,0.0,0.273,Football Told Me I Wasn’t Welcome. When Will I Be? https://t.co/SjvhVJctcN,183
@nytimes,0.0,1.0,0.0,0.0,We removed the ⚽️s from these World Cup photos. See if you can guess where they once were. https://t.co/nGQALJPPUG https://t.co/DihDv1EjKb,184
@nytimes,0.3182,0.628,0.152,0.22,Album Review: Dirty Projectors Find Love in Dystopian Times on ‘Lamp Lit Prose’ https://t.co/KjfbqxT2Gk,185
@nytimes,0.0,1.0,0.0,0.0,“The combination of high daytime and high nighttime temperatures can be really lethal because the body doesn’t have… https://t.co/VDQxny8tRg,186
@nytimes,0.0,1.0,0.0,0.0,"They named it Ingentia prima, meaning “the first giant.” “This new dinosaur changes our understanding of how dinosa… https://t.co/hZ5HSCYs0p",187
@nytimes,0.0,1.0,0.0,0.0,"“The implications of all this are large,” one paleoanthropologist said. “We must re-evaluate our understanding of h… https://t.co/9EdIRpG23X",188
@nytimes,0.0772,0.852,0.067,0.081,RT @nytimesbusiness: Men still dominate the Top 12 on the list of the BBC’s highest-paid stars despite the publicly financed broadcaster’s…,189
@nytimes,0.0772,0.802,0.093,0.105,"If you've been watching the World Cup, you've seen every player from every country react to a missed goal like this… https://t.co/eNi3sNe737",190
@nytimes,-0.5574,0.87,0.13,0.0,"Her father died ejecting from a B-57 bomber 63 years ago. Last year, she met the man who was the last to see him: h… https://t.co/jMg9Aear5M",191
@nytimes,0.0,1.0,0.0,0.0,Trilobites: This Snail Goes Through Metamorphosis. Then It Never Has to Eat Again. https://t.co/qXwdoj7V2d,192
@nytimes,0.8442,0.664,0.0,0.336,China has been vocal about its desire to build electric and driverless cars. German automakers are happy to help —… https://t.co/cmchK6m0qg,193
@nytimes,0.0,1.0,0.0,0.0,"RT @nytopinion: In the first nine months of this fiscal year, 68,560 families and 37,450 unaccompanied children arrived at our southern bor…",194
@nytimes,0.0,0.811,0.095,0.095,"Summer nights in the U.S. have warmed at nearly twice the rate of days, with overnight low temperatures increasing… https://t.co/9k9KfJ5MGc",195
@nytimes,-0.2516,0.766,0.14,0.094,"Global health experts say breast milk is especially important for babies in poor countries, where unsafe water supp… https://t.co/d3x4UkqB19",196
@nytimes,0.0,1.0,0.0,0.0,"Rami al-Sayyed, an activist who lives in a makeshift refugee camp, provides a glimpse into the lives of some of the… https://t.co/lyJN9ViNLg",197
@nytimes,-0.4767,0.78,0.22,0.0,"Stormy Daniels Arrested at Strip Club in Columbus, Her Lawyer Says https://t.co/HStXhiHwIn",198
@nytimes,0.6249,0.709,0.0,0.291,10 great last-minute summer getaways you can book in July https://t.co/QvU0EqE0oE,199
@nytimes,-0.0516,0.915,0.085,0.0,"BBC Closes Gender Pay Gap, but Men Are Still Its 12 Highest-Paid Stars https://t.co/oBmfpErs7L",200
@BBCWorld,0.25,0.778,0.0,0.222,"Pakistan election: Bhutto outlines 'peaceful, progressive' vision https://t.co/mAkH70sz06",201
@BBCWorld,0.0,1.0,0.0,0.0,"China investigates why plane dropped more than 6,000m https://t.co/I9sTlKjGBh",202
@BBCWorld,-0.3182,0.777,0.223,0.0,Nato summit: Leaders to focus on Afghanistan conflict https://t.co/DUhuyVZeZM,203
@BBCWorld,0.0,1.0,0.0,0.0,Thailand cave: Museum and movie in the works for Tham Luang https://t.co/SmUolGZq7a,204
@BBCWorld,-0.2732,0.769,0.231,0.0,Australian Ballet performance cut short by rat https://t.co/r72sSzSmFT,205
@BBCWorld,0.3612,0.738,0.103,0.159,RT @SallyBundockBBC: The agony for #England and ecstacy for #Croatia - give us your reaction to the outcome of the last #WorldCup semi-fina…,206
@BBCWorld,0.0,1.0,0.0,0.0,Mughalsarai: Renaming British-era train station causes Indian political storm https://t.co/3DK6SySQ7d,207
@BBCWorld,0.5423,0.72,0.0,0.28,How the Ethiopia-Eritrea peace process could reunite one family https://t.co/q9wbbddykL,208
@BBCWorld,-0.7096,0.629,0.371,0.0,Trump in UK: Pomp and protest as visit ignites culture war https://t.co/Xe9kD5rA43,209
@BBCWorld,0.5106,0.732,0.0,0.268,World Cup 2018: Croatia fans ecstatic after ousting England https://t.co/UyKl5xcwRB,210
@BBCWorld,0.5106,0.602,0.0,0.398,Cave rescue: Key questions answered https://t.co/gCVVBhRVzw,211
@BBCWorld,0.0,1.0,0.0,0.0,Kylie Jenner to be youngest self-made billionaire - Forbes https://t.co/Gt1rLGmC5v,212
@BBCWorld,0.0,1.0,0.0,0.0,Guillotine sold to millionaire collector https://t.co/K1Xs28MYJ5,213
@BBCWorld,0.0,1.0,0.0,0.0,"RT @BBCSport: GOAL

Mario Mandzukic drills Croatia in front.

#CRO 2-1 #ENG 

LIVE:
📱 https://t.co/C5GtYW7jpj 
📻 @5liveSport 

#ENGCRO #Wor…",214
@BBCWorld,0.0,1.0,0.0,0.0,"RT @BBCSport: ET HT: #CRO 1-1 #ENG 

Both sides have come close to getting a second...

15 minutes away from penalties...

LIVE:
📱 https://…",215
@BBCWorld,-0.1027,0.924,0.076,0.0,"RT @BBCSport: Extra-time it is... and we're underway...

How are your nerves?

#CRO 1-1 #ENG 

LIVE:
📱 https://t.co/C5GtYW7jpj 
📻 @5liveSpo…",216
@BBCWorld,-0.4767,0.871,0.129,0.0,"RT @bbctennis: After four hours and 47 minutes on court, Rafael Nadal is in the Wimbledon semi-finals.

He’s defeated Argentina’s Juan Mart…",217
@BBCWorld,0.4173,0.892,0.0,0.108,"RT @BBCSport: FT: #CRO 1-1 #ENG 

Ivan Perisic's finish means this is far from over.

So, who's ready for another 30 minutes?

LIVE:
📱 http…",218
@BBCWorld,0.0,1.0,0.0,0.0,"RT @BBCSport: GOAL 

#CRO 1-1 #ENG 

Ivan Perisic meets a cross to flick Croatia level.

LIVE:
📱 https://t.co/C5GtYW7jpj 
📻 @5liveSport htt…",219
@BBCWorld,0.0,1.0,0.0,0.0,"RT @BBCSport: England are 45 minutes away from a #WorldCup final.

This is it. #ENGCRO is back underway...

LIVE:
📱 https://t.co/NE6Uhqrvz6…",220
@CBSNews,-0.5859,0.63,0.265,0.105,A firefighter died and at least a dozen people were injured after a natural gas explosion leveled buildings in Sun… https://t.co/EMF6xns4GX,221
@CBSNews,0.2878,0.907,0.0,0.093,"WATCH: A group of men only needed a few seconds to make off with more than $27,000 worth of computers and phones fr… https://t.co/YGYyCMLZhi",222
@CBSNews,-0.4019,0.863,0.137,0.0,A man could lose his limbs and even his life after contracting a flesh-eating bacteria in New Jersey waters… https://t.co/aPO3glVXsZ,223
@CBSNews,0.7987,0.676,0.0,0.324,"WATCH: Police officer caught on news station's security camera -- but she wasn't fighting crime, she was dancing al… https://t.co/kzX3YdvvHM",224
@CBSNews,0.0,1.0,0.0,0.0,"Sarah Palin said she was ""duped"" by Sacha Baron Cohen for his upcoming Showtime series ""Who Is America?"" She wrote… https://t.co/EsSf7f6U3c",225
@CBSNews,-0.4215,0.872,0.128,0.0,A mayor in Pennsylvania suggested that people protesting police should be hit with water cannons. Now the city is s… https://t.co/o52psmlwXJ,226
@CBSNews,0.3612,0.889,0.0,0.111,"When it comes to household tasks, ""DIY"" may seem like the cheaper alternative to hiring a pro. But the reality can… https://t.co/K7KoGAUTVp",227
@CBSNews,0.0,1.0,0.0,0.0,"President Trump, NATO allies take photo at summit in Brussels https://t.co/4QYMUvUbQv https://t.co/vLcouxPIFh",228
@CBSNews,-0.3612,0.839,0.161,0.0,"Student debt is finally leveling off—but not for the reason you'd expect 
https://t.co/YDRuhkklWY https://t.co/DeVRsrKtFK",229
@CBSNews,-0.8481,0.709,0.291,0.0,Convicted killer Scott Raymond Dozier is set to be executed Wednesday night and has even said he wants to die. But… https://t.co/zi4mmZGv23,230
@CBSNews,-0.6486,0.815,0.185,0.0,"Former UCLA basketball player Billy Knight was found dead after posting a YouTube video saying he lived ""a life of… https://t.co/mQJwV478bz",231
@CBSNews,-0.7845,0.734,0.266,0.0,The U.S. issued travel warnings earlier this year for parts of Mexico. Police are now investigating the murder of a… https://t.co/yFO8bPef4M,232
@CBSNews,-0.8625,0.569,0.431,0.0,A second suspect has been arrested for the fatal shooting of rapper XXXTentacion and charged with first-degree murd… https://t.co/P4wMqq1WTI,233
@CBSNews,-0.9147,0.61,0.39,0.0,SCAM WARNING: Tyler Perry warns fans not to fall for Facebook scams using his name -- and he's not the only mogul t… https://t.co/c5g0MVPFht,234
@CBSNews,-0.6597,0.747,0.253,0.0,Young siblings diagnosed with same brain cancer within weeks of each other https://t.co/kJVEM0loOA https://t.co/6FPYkT03uY,235
@CBSNews,-0.0258,0.739,0.133,0.128,"Macy's says cyberthieves hacked the accounts of thousands of customers, compromising full names, credit card number… https://t.co/z80hRiBDEd",236
@CBSNews,0.5719,0.764,0.0,0.236,Alexandria Ocasio-Cortez wins another primary; this one she didn't run in https://t.co/bhhFu5KcoV https://t.co/6mCc64oSE7,237
@CBSNews,0.128,0.81,0.085,0.105,"""Even though the odds seemed impossible, what I've always been taught is to take risk and be bold when the situatio… https://t.co/pR2vG9kyVL",238
@CBSNews,-0.128,0.588,0.227,0.185,Shares slide amid escalating U.S.-China trade tensions https://t.co/4dgw4qAt1S https://t.co/C4bYzgKcUP,239
@CBSNews,0.0,1.0,0.0,0.0,"WATCH: President Trump meets with French President Macron.
""We have a tremendous relationship. We're discussing tra… https://t.co/IfC38uJPVn",240
@FoxNews,0.0,1.0,0.0,0.0,.@POTUS meets with French President @EmmanuelMacron https://t.co/6uaNsZYanW,241
@FoxNews,0.5267,0.68,0.078,0.241,"Worlds collide in autonomous 1965 Ford Mustang, but hopefully it won't https://t.co/g1HlZ1MrO4",242
@FoxNews,0.4939,0.738,0.0,0.262,Senate Democrats hold a news conference to address health care.  https://t.co/aQErj4iMGR,243
@FoxNews,0.0,1.0,0.0,0.0,Senate Democrats hold a news conference to address Judge Kavanaugh. https://t.co/aQErj4iMGR,244
@FoxNews,0.4215,0.872,0.0,0.128,The Thai hospital where the 12 boys and their soccer coach are recuperating after being rescued from a flooded cave… https://t.co/PJTErL6BoA,245
@FoxNews,0.0,1.0,0.0,0.0,.@POTUS: “We have a tremendous relationship with Germany.” https://t.co/s6YRcFvPmw,246
@FoxNews,-0.8074,0.552,0.448,0.0,Former UCLA basketball star found dead after recording heartbreaking video https://t.co/YGPAb71OYp,247
@FoxNews,0.0,1.0,0.0,0.0,.@HouseGOP leaders hold a news conference https://t.co/T3vIHFgvHs,248
@FoxNews,0.0,0.723,0.139,0.139,"Norfolk airport police find girl's lost stuffed dog, take him on an adventure https://t.co/NZJi0OXYmr",249
@FoxNews,0.0,1.0,0.0,0.0,Trump tangles with NATO leaders in testy start to Brussels summit https://t.co/3c3DEHPn0a,250
@FoxNews,-0.5994,0.738,0.262,0.0,PayPal slammed after telling customer that her death 'breached its rules' https://t.co/HELyoc62ep,251
@FoxNews,-0.2263,0.853,0.147,0.0,Protesters Yell 'Shame' at @IvankaTrump as She Attends Roundtable in NY https://t.co/bWqyyQLL5h,252
@FoxNews,-0.743,0.559,0.441,0.0,George Clooney's scary motorbike accident caught on surveillance video https://t.co/mTuBBTNWN1,253
@FoxNews,-0.5908,0.489,0.349,0.161,"Thai cave rescue almost ended in disaster, after main pump reportedly failed https://t.co/sIIfVLgrqL",254
@FoxNews,0.0,1.0,0.0,0.0,".@ChuckGrassley: “This president’s following through with something that he said during the campaign, something he… https://t.co/hKO5f7ZDxU",255
@FoxNews,-0.5719,0.748,0.252,0.0,WATCH: Waitress Pulls Pistol on Attacker After He Punches Her Co-Worker https://t.co/QqBpHnaNja,256
@FoxNews,0.5859,0.678,0.0,0.322,Van's amazing 180-degree highway spin caught on camera https://t.co/O76eIBsoLb,257
@FoxNews,0.0,1.0,0.0,0.0,Secretary General of NATO Jens Stoltenberg delivers remarks https://t.co/x98NlBOq0L,258
@FoxNews,0.4588,0.667,0.0,0.333,NATO leaders arrive for welcome ceremony https://t.co/9Y4ERAR9Zo,259
@FoxNews,0.0,1.0,0.0,0.0,.@POTUS gathers with world leaders at NATO @foxandfriends https://t.co/muKBNZXv0o,260
@CNN,-0.6705,0.78,0.22,0.0,"Two gunmen on a motorcycle, apparently aiming for a bar bouncer in Mexico City, killed a 27-year-old California wom… https://t.co/AxvQdrq7l3",261
@CNN,0.0,1.0,0.0,0.0,"RT @NewDay: CNN's @JohnBerman: ""Major, was there ever a moment of doubt?""

Major Charles Hodges, US Air Force Unit: ""Absolutely, the whole…",262
@CNN,-0.6369,0.769,0.231,0.0,Pediatricians know why family separation is child abuse | By John Harlow via @CNNOpinion https://t.co/YPel2hZAB5 https://t.co/o4Wmte0xAl,263
@CNN,-0.2519,0.705,0.164,0.131,"The father of one of the rescued Thai soccer players says that he just can't wait to hug his son: ""I want to hug hi… https://t.co/qTv60KyhHO",264
@CNN,0.4939,0.625,0.116,0.259,"Progressives are spoiling for a fight over the Supreme Court, and Democrats' 2020 presidential prospects are eager… https://t.co/nmcl0nDVBL",265
@CNN,0.5106,0.784,0.0,0.216,"5 things for Wednesday:

- NATO summit
- Pfizer
- Obamacare
- Thailand cave rescue
- Sex addiction… https://t.co/o01PzNG5Za",266
@CNN,0.0,1.0,0.0,0.0,Two former wrestlers at Ohio State University are defending Rep. Jim Jordan amid allegations that he turned a blind… https://t.co/NXaZz7c18d,267
@CNN,-0.5423,0.816,0.184,0.0,"The US embassy has taken the unusual step of issuing a warning to American citizens in the UK to ""keep a low profil… https://t.co/itUUYEhDS2",268
@CNN,0.0,1.0,0.0,0.0,"A Colorado hospital is suspending its transplant program for six to 12 months, citing staffing issues. Unless patie… https://t.co/Ld0gsDYkpL",269
@CNN,0.0,1.0,0.0,0.0,"RT @NewDay: ""Trump is trying to conflate his issues over trade and his beef with Europe and the EU with NATO, and he's using our military s…",270
@CNN,0.0,1.0,0.0,0.0,These grandparents went to visit their soldier son-in-law at an Army base on July 4 and were turned over to ICE… https://t.co/6w4o1u50I7,271
@CNN,0.25,0.905,0.0,0.095,Facebook says it will donate $5 to every newly created fundraiser posted on a US user's birthday. The fundraiser mu… https://t.co/3auq4SnwiU,272
@CNN,0.0,1.0,0.0,0.0,"Tesla plans to open a plant in Shanghai that will crank out 500,000 vehicles a year https://t.co/YiZnLip4Bz https://t.co/2e27TF2ec0",273
@CNN,0.7906,0.682,0.0,0.318,"It began with great expectations, an eagerly-anticipated meeting with a reclusive leader, and a gift bag that inclu… https://t.co/9jaU9bYRAR",274
@CNN,0.5267,0.848,0.0,0.152,A sheriff's deputy who found a baby partially buried but alive in the mountains of Montana over the weekend says he… https://t.co/Sy7Wkoevj3,275
@CNN,-0.6705,0.732,0.268,0.0,There's a British campaign to make Green Day's 'American Idiot' the No. 1 song when President Trump arrives… https://t.co/buIATSKoIC,276
@CNN,0.0,1.0,0.0,0.0,Paul Manafort's lawyers have new concerns about where the former Trump campaign chairman should be held in jail… https://t.co/t29tAqBAjB,277
@CNN,0.765,0.752,0.0,0.248,Volunteers in the Thai cave rescue cheer after learning that the last of the 12 boys and their coach emerged safely… https://t.co/WT689VJayd,278
@CNN,0.4404,0.868,0.0,0.132,"Scientists have discovered the world's oldest color. It's bright pink -- the color of bubble gum, flamingos and cot… https://t.co/FDrDldiR2m",279
@CNN,-0.5267,0.694,0.231,0.074,The NFL Player's Association filed a grievance challenging the NFL's new policy on player protests during the pre-g… https://t.co/NHobaApxmj,280
@nytimes,0.0,1.0,0.0,0.0,A Survival Guide for the Fourth Trimester https://t.co/jefc7cf3YD,281
@nytimes,0.0,1.0,0.0,0.0,"With Prime Day coming up, here's how our colleagues at @wirecutter, a New York Times company, are picking the best… https://t.co/ITrX10agd1",282
@nytimes,-0.5423,0.8,0.2,0.0,Feature: Her Husband Was a Princeton Graduate Student. Then He Was Taken Prisoner in Iran. https://t.co/9hGbWLOAS1,283
@nytimes,-0.1263,0.795,0.113,0.092,RT @nytimesworld: The prospect that President Trump will acknowledge the annexation of Crimea is deeply worrying for other nations with lar…,284
@nytimes,0.6249,0.709,0.0,0.291,10 great last-minute summer getaways you can book in July https://t.co/fheSNhHvLx,285
@nytimes,0.2235,0.918,0.0,0.082,"In China, Big Brother is watching, and not hiding it. Cameras and facial recognition are being used to track, and s… https://t.co/2OzrwQYYcu",286
@nytimes,0.128,0.766,0.106,0.128,"The law, introduced under British rule, is argued to be at odds with both precolonial India's acceptance of homosex… https://t.co/IDAQKhsxib",287
@nytimes,0.6369,0.682,0.0,0.318,How to Start Knitting (and Learn to Love It) https://t.co/U8Ci38ijvr,288
@nytimes,0.5106,0.852,0.0,0.148,"Rescue divers in Thailand navigated flooded passages, with some openings as small as 3 feet wide and 2 feet tall, t… https://t.co/ai8BT7OYbd",289
@nytimes,-0.128,0.93,0.07,0.0,New Zealand's nurses plan a 24-hour strike over what they say is excessive unpaid overtime. And it's not the only s… https://t.co/9DS71jfClu,290
@nytimes,0.5514,0.835,0.0,0.165,Have you been brushing up on relative clauses? Subject-verb agreement? Test your skills in our copy editing quiz. https://t.co/76A5hBzRoK,291
@nytimes,-0.4939,0.849,0.151,0.0,"In Opinion 

Jenni Russell writes, ""Britain is teetering on the edge, on the verge of making catastrophic, irrevers… https://t.co/2CAYQ2h3Wz",292
@nytimes,0.8834,0.59,0.052,0.357,RT @NYTNational: A beauty pageant winner gave up her crown after a skit at the Miss Massachusetts competition poked fun at the #MeToo movem…,293
@nytimes,0.1901,0.741,0.0,0.259,"Like Brexit, but More Orange https://t.co/qFrtn1wJ9k",294
@nytimes,-0.7443,0.699,0.301,0.0,An attempt to send displaced Nigerians home is raising fears that the countryside isn't ready — or safe enough — fo… https://t.co/z2IEeUxGcJ,295
@nytimes,0.5574,0.805,0.0,0.195,Tesla said it had reached an agreement to build a factory in Shanghai — its first plant outside the U.S. — that wou… https://t.co/9qlXThM5ym,296
@nytimes,-0.6249,0.76,0.24,0.0,"At a Kentucky restaurant taking on the opioid crisis, cooking is “100 percent therapy” https://t.co/78UEbgpU0P",297
@nytimes,-0.7096,0.742,0.258,0.0,"The dancing FBI agent facing a felony charge after authorities said his gun discharged at a Colorado club, will be… https://t.co/avtoiCkGIW",298
@nytimes,0.0,1.0,0.0,0.0,RT @nytimesbooks: The book has been aptly dubbed “‘The West Wing’ meets ‘Devil Wears Prada.’” I see it more as C-SPAN meets “Sex and the Ci…,299
@nytimes,-0.3182,0.813,0.124,0.062,"Our reporter @johnismay, a former U.S. Navy diving officer, sheds light on the obstacles to guiding the Thai childr… https://t.co/Wcqnrx9y2e",300
@BBCWorld,0.4588,0.679,0.107,0.214,Not all heroes wear capes. This one donned a wetsuit and abandoned his holiday to look after the health of 13 frigh… https://t.co/L09EYnIygM,301
@BBCWorld,-0.765,0.68,0.255,0.065,"Shots fired. 

The heat is on. 

The US has ramped up its trade war with China, listing $200bn (£150bn) worth of ad… https://t.co/eE6d9fjVgA",302
@BBCWorld,0.3612,0.828,0.0,0.172,World Cup 2018: Why millions of fans see the football like this https://t.co/KCfyw5MRaj,303
@BBCWorld,-0.5423,0.741,0.259,0.0,Latino picnicker harassed in Illinois park as cop stands by https://t.co/EvDjpb4vxH,304
@BBCWorld,0.0,1.0,0.0,0.0,Why the end of US sanctions hasn't helped Sudan https://t.co/UxBE32ETJG,305
@BBCWorld,-0.6705,0.432,0.446,0.122,Child sex crime: Does India have a growing problem? https://t.co/W03c83djm1,306
@BBCWorld,0.0,1.0,0.0,0.0,Can Nato survive US President Donald Trump? https://t.co/5kwdim0SwL,307
@BBCWorld,-0.6705,0.459,0.431,0.11,German neo-Nazi murder trial reaches climax https://t.co/qR4qFMrpWV,308
@BBCWorld,0.8176,0.514,0.0,0.486,Cave rescue: Elation as Thai boys and coach freed by divers https://t.co/pLhURGIV9D,309
@BBCWorld,0.5574,0.69,0.0,0.31,Brett Kavanaugh: Trump Supreme Court pick under microscope https://t.co/0TokhZ8s9a,310
@BBCWorld,0.2263,0.924,0.0,0.076,"RT @BBCSport: Cristiano Ronaldo's stats at Real Madrid though 🔥🔥🔥

We've analysed if at 33 years old, he's worth the £99m Juventus have pai…",311
@BBCWorld,0.0,1.0,0.0,0.0,"RT @BBCMOTD: The scenes in Paris right now...
#FRABEL #worldcup https://t.co/hwnzzG44js",312
@BBCWorld,-0.2023,0.461,0.296,0.243,American celebrating wedding anniversary killed in Mexico City https://t.co/kTQqvMPMzo,313
@BBCWorld,0.0,1.0,0.0,0.0,US cannot reunite dozens of child migrants with their parents https://t.co/cNTxzEv0zr,314
@BBCWorld,0.0,1.0,0.0,0.0,Prince Harry and Meghan arrive in the Republic of Ireland https://t.co/gjRjoWzI9V,315
@BBCWorld,0.0,1.0,0.0,0.0,"RT @BBCSport: France have booked their place in the #WorldCup final, where they'll meet either Croatia or England.

#FRABEL report: https:/…",316
@BBCWorld,0.0,1.0,0.0,0.0,"RT @BBCSport: FT: #FRA 1-0 #BEL 

France are into their third #WorldCup final! 

Samuel Umtiti's 51st minute header gives Les Bleus victory…",317
@BBCWorld,0.5106,0.752,0.0,0.248,Cave rescue: The divers who got the Thai boys out https://t.co/iVJlhirMXe,318
@BBCWorld,-0.1027,0.851,0.149,0.0,US mum and daughter 'questioned over different surnames' https://t.co/qbOFzai5sA,319
@BBCWorld,-0.5267,0.588,0.298,0.113,"RT @BBCNews: By measuring stress and anxiety levels, this wristband could help people manage severe autism

https://t.co/qkrzW7TnSw https:/…",320
@CBSNews,-0.3818,0.696,0.165,0.139,"Paul Manafort wants to prevent certain evidence from being used in his fraud trial, including material about allege… https://t.co/W1hWFbMxet",321
@CBSNews,0.0,1.0,0.0,0.0,"The World Cup is down to its final four teams! Here's how to watch the semi-finals this week
https://t.co/k4HvlxEd5Z https://t.co/DPYQOENhLp",322
@CBSNews,-0.2023,0.913,0.087,0.0,WATCH: A driver has been charged with DUI after a camera captured his speeding car flying into a brick house in Pen… https://t.co/AuH55yxqjM,323
@CBSNews,-0.1531,0.904,0.096,0.0,Viral photo shows four badass Thai Navy SEALs who stayed with boys in cave https://t.co/T3CLCj2O3F https://t.co/MbJGNPnF8u,324
@CBSNews,0.296,0.891,0.0,0.109,"Cristiano Ronaldo is leaving Real Madrid to join Italian club Juventus, a move that changes the landscape of Europe… https://t.co/erR8EL9RgB",325
@CBSNews,-0.296,0.896,0.104,0.0,What's the deal with airline peanuts? Southwest Airlines says it will stop serving the snack on flights over concer… https://t.co/xFyoU4hhXC,326
@CBSNews,0.1027,0.769,0.106,0.125,The Trump administration reportedly refused to promote breastfeeding. But global health experts say it has major be… https://t.co/YBkVzkEPZk,327
@CBSNews,0.7227,0.768,0.0,0.232,"These twins may only be six years old, but they just saved a toddler from drowning. And now they're being hailed as… https://t.co/mX1NXU89Mh",328
@CBSNews,0.0,1.0,0.0,0.0,"The investigation into the deadly nerve agent used on an English couple is rapidly expanding, with police seizing a… https://t.co/DoeEZrlDhb",329
@CBSNews,0.0,1.0,0.0,0.0,"""You're not coming"": Princess Charlotte stole the show at her little brother's christening this week, when she got… https://t.co/2VUocuOyc8",330
@CBSNews,0.5574,0.816,0.0,0.184,"Supreme Court nominee Brett Kavanaugh is ""not some right-wing extremist,"" says a Republican strategist who worked w… https://t.co/9SUMQDcsSW",331
@CBSNews,-0.1531,0.763,0.13,0.107,All 12 members of a Thai soccer team and their coach have been rescued after being trapped for more than two weeks… https://t.co/nIh0Hu9A0w,332
@CBSNews,0.5106,0.864,0.0,0.136,"Medic and three Navy SEALs who stayed with the boys in cave are now out, leader of the Thailand rescue says… https://t.co/rN5TiQ1L75",333
@CBSNews,0.0,1.0,0.0,0.0,"WATCH: A car sunk into an Arizona canal after a monsoon. When a rescuer dove in to see if someone was inside, a wom… https://t.co/hTcrAL9Y9F",334
@CBSNews,0.5106,0.87,0.0,0.13,"HOW DID THEY DO IT? After an 18-day rescue mission, divers have removed all 12 boys and their soccer coach. This is… https://t.co/gkCSsyiHRJ",335
@CBSNews,-0.7579,0.679,0.264,0.057,Does Roundup cause cancer? Lawyers for Monsanto go to first trial in giant legal battle alleging that product is le… https://t.co/jTgstNQguQ,336
@CBSNews,0.5574,0.783,0.0,0.217,"WATCH: Democratic leaders speak out against President Trump's Supreme Court nominee, Brett Kavanaugh… https://t.co/Zg27cmICKi",337
@CBSNews,0.0,1.0,0.0,0.0,Dozens of immigrant children to be reunited with parents on Tuesday https://t.co/AvkvTurWNW https://t.co/61V6fb79tx,338
@CBSNews,0.6486,0.751,0.0,0.249,"""Dear America, appreciate your allies. After all, you don't have that many"": European Council President Donald Tusk… https://t.co/GFLcnZf8mV",339
@CBSNews,-0.2003,0.606,0.227,0.167,Shocking! IHOP admits it faked IHOb name change https://t.co/LnV3sPzHTh https://t.co/HdnP3OY8ey,340
@FoxNews,0.0,1.0,0.0,0.0,"Earlier today, President @realDonaldTrump congratulated the Thai Navy SEALs and their international partners who re… https://t.co/NHCnGFxFhG",341
@FoxNews,-0.6486,0.736,0.264,0.0,"Child finds 5 people, include 3 children, shot dead inside Delaware home, neighbor says https://t.co/q0LGqIBMyv",342
@FoxNews,0.8807,0.507,0.08,0.413,.@OrrinHatch: “I think he’s an excellent choice…I suspect that he’ll be a great addition to the Supreme Court.”… https://t.co/zjFgIDiBch,343
@FoxNews,-0.4588,0.85,0.15,0.0,'You'd Think This Would Be Sacred': @EricTrump on St. Jude Family Being Attacked Online for Thanking Him https://t.co/CFFVM4kzaK,344
@FoxNews,0.0,1.0,0.0,0.0,".@GOPleader: “Here is a judge who is qualified, who is not an activist judge, he bases it on the Constitution and I… https://t.co/pJNV02us5o",345
@FoxNews,-0.2163,0.639,0.202,0.16,.@GOPLeader: “This is nothing but a miracle and just a big thank you to all involved.” https://t.co/knPtHRUSkW,346
@FoxNews,-0.4939,0.529,0.312,0.159,Thai cave rescue timeline: The dangerous race to bring trapped soccer team home https://t.co/SfG2adTaV9,347
@FoxNews,-0.8316,0.551,0.378,0.071,"Guatemalan national pays $280 fine for negligent driving in crash that killed FBI agent, fire marshal (via… https://t.co/7MW2rUhNBI",348
@FoxNews,-0.5994,0.754,0.246,0.0,"Trump says Putin summit could be 'easiest' stop of European tour, amid NATO tensions (via @brookefoxnews) https://t.co/Qe9GiZ1ooH",349
@FoxNews,0.0,1.0,0.0,0.0,.@MarcusLuttrell: “Where they were at supersedes anything I had ever seen.” https://t.co/gBnx7VSWlo,350
@FoxNews,0.8176,0.605,0.0,0.395,"Entire Thai soccer team, coach freed from cave after daring rescue, Navy says; @Jeff_Journalist reports… https://t.co/wGndG0Ltb7",351
@FoxNews,0.0,1.0,0.0,0.0,.@EricTrump: “Why is it that we have to be the piggy-bank for the entire world?” https://t.co/UGMHqjQpEe,352
@FoxNews,0.4404,0.868,0.0,0.132,".@POTUS: “I think that getting along with Russia, getting along with China, getting along with others is a good thi… https://t.co/VGie3gq502",353
